0.201778	0.385989	0.540302	0.841471	0.158219	0.214052	5.34055	0.839812
0.219226	0.65108	0.587018	0.975825	0.132065	0.155573	5.36412	0.907698
-0.104335	0.776152	-0.19616	1.37062	0.108211	0.162513	5.12355	1.08001
-0.165704	0.680968	-0.445034	0.868862	0.135015	0.146277	4.94296	1.02781
-0.556428	0.582741	-1.50139	-4.82454	0.122335	0.131125	4.66105	2.35553
-0.759588	0.438655	-4.44966	-2.46659	0.116433	0.137376	4.25738	2.38047
-1.07665	0.578847	-4.1238	1.22114	0.107806	0.127593	3.94994	2.24816
-1.26166	0.620182	-3.8212	1.53058	0.102975	0.119425	3.71115	2.1663
-1.47362	0.63786	-4.15209	1.43266	0.101345	0.112929	3.50569	2.09197
-1.61182	0.696534	-3.51929	1.71539	0.113257	0.110121	3.35061	2.05
-1.87387	0.65433	-4.6386	0.300248	0.119223	0.105477	3.19509	1.95545
-2.14887	0.710864	-5.06978	0.542828	0.120426	0.103851	3.05999	1.876
-2.44983	0.506425	-4.98893	-2.59554	0.117433	0.105861	2.94037	1.95675
-2.72606	0.568504	-4.97649	-0.877591	0.113584	0.103889	2.83375	1.90641
-3.01878	0.675633	-4.68846	0.501486	0.109806	0.100561	2.73785	1.84342
-3.25658	0.775795	-4.47128	1.45608	0.106367	0.101437	2.65229	1.81121
-3.51287	0.691493	-4.83269	0.199924	0.103422	0.0984993	2.5731	1.75718
-3.74896	0.549908	-4.4779	-1.41274	0.100666	0.101063	2.50186	1.75385
-3.96905	0.689977	-4.8392	0.431286	0.0979842	0.0984092	2.43514	1.70728
-4.29792	0.548919	-5.66232	-1.35988	0.0976732	0.103179	2.38103	1.70731
-4.51927	0.582493	-5.29481	-0.459353	0.096614	0.106203	2.32601	1.67627
-4.7265	0.749776	-4.50953	1.26954	0.0947546	0.103774	2.27346	1.64773
-4.91625	0.881026	-4.89417	2.51368	0.092706	0.103691	2.22355	1.66759
-5.21296	0.823114	-5.2372	0.996422	0.0911986	0.10159	2.17846	1.63566
-5.49788	0.725949	-5.50946	-0.539512	0.0910902	0.101644	2.13901	1.61704
-5.68965	0.932956	-4.99139	1.46808	0.0896616	0.100782	2.09778	1.59516
-5.93665	1.11488	-4.46007	2.64375	0.0884384	0.108188	2.05965	1.61282
